"index","TS1","TS2","TS3","TS4","TS5","TS6","TS7","TS8","TS9","TS10","TS11","TS12","TS13","TS14","TS15","TS16","TS17","TS18","TS19","TS20","TS21","TS22","TS23","TS24","TS25","TS26","TS27","TS28","TS29","TS30","TS31","TS32","TS33","TS34","TS35","TS36","TS37","TS38","TS39","TS40","TS41","TS42","TS43","TS44","TS45","TS46","TS47","TS48","TS49","TS50","TS51","TS52","TS53","TS54","TS55","TS56","TS57","TS58","TS59","TS60","TS61","TS62","TS63","TS64","TS65","TS66","TS67","TS68","TS69","TS70","TS71","TS72","TS73","TS74","TS75","TS76","TS77","TS78","TS79","TS80","Left_Right","FWD"
8871,-0.955,-0.93065,-0.74565,-0.61139,-0.53967,-0.44161,-0.44999,-0.48229,-0.48196,-0.24519,-0.45209,-0.42046,-0.40518,-0.23322,-0.396,-0.40927,-0.4194,-0.39152,-0.33104,-0.34644,-0.2418,-0.38016,-0.33975,-0.29205,-0.25325,-0.26213,-0.17192,-0.17599,-0.1814,-0.08946,-0.19905,-0.18817,-0.16343,-0.074991,0.044884,-0.058862,0.14793,-0.02879,0.050465,-0.062732,-0.0048761,0.081028,-0.13007,0.055168,-0.086193,-0.069842,-0.2121,-0.11419,-0.044841,0.025379,-0.0086602,0.12666,0.054799,-0.087914,-0.05261,0.047611,0.055275,-0.047188,-0.1092,-0.025495,-0.11954,0.05869,0.1491,0.055227,-0.0089122,-0.055593,0.0051093,0.052621,-0.12651,0.057264,-0.040777,-0.020921,-0.1035,0.067782,-0.086003,0.0071363,0.078721,0.095972,-0.069498,-0.07895,-0.0019109581302,0.00584514591
8881,-1,-0.95231,-0.73647,-0.63173,-0.55301,-0.45374,-0.46531,-0.50394,-0.48212,-0.22929,-0.41972,-0.43116,-0.42365,-0.26902,-0.4034,-0.43726,-0.43623,-0.39977,-0.33992,-0.32691,-0.24431,-0.36403,-0.34631,-0.2871,-0.25344,-0.235,-0.16806,-0.18859,-0.17835,-0.099477,-0.19899,-0.18888,-0.15634,-0.069673,0.047808,-0.072556,0.15871,-0.029023,0.058536,-0.085479,-0.0092701,0.10314,-0.16456,0.061902,-0.085195,-0.060086,-0.2052,-0.12567,-0.048797,0.028588,0.013146,0.11861,0.043142,-0.099548,-0.044502,0.044789,0.068928,-0.056178,-0.114,-0.026592,-0.11575,0.048141,0.15188,0.045289,0.00034764,-0.052282,0.020973,0.043794,-0.11667,0.058489,-0.047764,-0.0099474,-0.10949,0.09441,-0.078112,-0.0033791,0.087819,0.088257,-0.064316,-0.079303,-0.002031873776,0.005883660936
8891,-1.0354,-0.95883,-0.76532,-0.6313,-0.56307,-0.48098,-0.47046,-0.52319,-0.48531,-0.31261,-0.46893,-0.45153,-0.4215,-0.27808,-0.42965,-0.44731,-0.44136,-0.41056,-0.38491,-0.3808,-0.26168,-0.37268,-0.3357,-0.32071,-0.2934,-0.24701,-0.21618,-0.22594,-0.19318,-0.087768,-0.20291,-0.20458,-0.15738,-0.056768,0.040277,-0.10659,0.15581,-0.072638,0.060782,-0.081603,-0.0016479,0.078361,-0.15941,0.047357,-0.086062,-0.12211,-0.20495,-0.12843,-0.076215,0.02267,0.010301,0.12935,0.04701,-0.10256,-0.050032,0.043774,0.067003,-0.068112,-0.10973,0.0073461,-0.14486,0.053029,0.13388,0.039418,0.006745,-0.051869,0.0012131,0.057286,-0.11266,0.05218,-0.046641,-0.0025265,-0.099563,0.091979,-0.060149,-0.021835,0.076459,0.097972,-0.065705,-0.055086,-0.00216078905,0.005959941094
8901,-1.0641,-0.97077,-0.75438,-0.61904,-0.55942,-0.46443,-0.48252,-0.52574,-0.49296,-0.42327,-0.54695,-0.50424,-0.44423,-0.33703,-0.46908,-0.44917,-0.48108,-0.43455,-0.39167,-0.44845,-0.23922,-0.3797,-0.32717,-0.31268,-0.33016,-0.22519,-0.26991,-0.2611,-0.19489,-0.10425,-0.19301,-0.23103,-0.1453,-0.077199,0.048812,-0.13403,0.15617,-0.14845,0.065756,-0.079943,0.0046435,0.060523,-0.17753,0.060557,-0.081227,-0.21881,-0.18605,-0.14406,-0.064342,0.022378,-0.016175,0.12518,0.058012,-0.12967,-0.060581,0.080224,0.068573,-0.069635,-0.12703,0.016609,-0.15428,0.064294,0.13525,0.055466,0.0086746,-0.048366,-0.029608,0.06624,-0.099719,0.072132,-0.045661,-0.012695,-0.10567,0.087433,-0.072784,-0.0076136,0.053351,0.0943,-0.050615,-0.0050965,-0.0018328249606,0.006108595762
8911,-1.0644,-0.98599,-0.74928,-0.62739,-0.56417,-0.47494,-0.47825,-0.54211,-0.49331,-0.47315,-0.57207,-0.51059,-0.46881,-0.34406,-0.49463,-0.44217,-0.48394,-0.44091,-0.41227,-0.45124,-0.25749,-0.38631,-0.32272,-0.31245,-0.34987,-0.22201,-0.29517,-0.26754,-0.19705,-0.11328,-0.19501,-0.24258,-0.12506,-0.095284,0.053775,-0.13638,0.1559,-0.18797,0.054319,-0.065621,0.0020534,0.044918,-0.19555,0.058878,-0.096041,-0.24829,-0.16936,-0.1924,-0.07874,0.016743,-0.039366,0.12226,0.06596,-0.15532,-0.067391,0.090024,0.058604,-0.060541,-0.1222,0.0042314,-0.1521,0.067002,0.14766,0.048132,0.017047,-0.042652,-0.013724,0.069135,-0.091832,0.069418,-0.052301,0.005129,-0.13435,0.09829,-0.046182,-0.012154,0.044548,0.10434,-0.046757,0.029693,-0.00215985086,0.006255048926
8921,-0.81139,-1.1138,-0.6325,-0.62733,-0.59985,-0.54727,-0.52624,-0.65762,-0.57375,-0.26097,-0.41073,-0.60223,-0.54874,-0.44376,-0.41509,-0.47848,-0.59464,-0.48051,-0.53584,-0.39647,-0.2488,-0.35294,-0.28448,-0.37663,-0.2185,-0.21135,-0.18793,-0.19761,-0.25601,-0.14598,-0.23836,-0.19705,-0.070543,-0.12297,0.0063656,-0.22823,0.19857,-0.18049,-0.0032905,-0.14342,0.0048329,0.015697,-0.35126,-0.1383,-0.15799,-0.20761,-0.12415,-0.28224,-0.13871,0.032638,-0.11968,0.086636,0.051901,-0.30632,-0.07268,0.021539,0.051417,-0.04422,-0.12275,-0.041802,-0.12035,0.049489,0.13516,0.029558,-0.028536,-0.049715,-0.065603,0.077649,-0.040051,0.079433,-0.073538,-0.024679,-0.23062,0.16262,-0.054289,-0.12527,0.054108,0.02829,-0.0078407,0.020396,-0.0019562133632,0.00597553807
8931,-0.87176,-1.0046,-0.68303,-0.61089,-0.58774,-0.50761,-0.54753,-0.61831,-0.50957,-0.39177,-0.48686,-0.56615,-0.52811,-0.41069,-0.43892,-0.42495,-0.5533,-0.46407,-0.48879,-0.42887,-0.29715,-0.37662,-0.2971,-0.33073,-0.30976,-0.19665,-0.24974,-0.27395,-0.24001,-0.1598,-0.23329,-0.2376,-0.091094,-0.12028,0.031341,-0.16911,0.16171,-0.19056,0.012991,-0.12028,-0.0095904,0.024997,-0.2712,-0.073689,-0.16279,-0.2486,-0.012254,-0.22785,-0.12993,0.013575,-0.070068,0.1052,0.049847,-0.18314,-0.066247,0.026933,0.069263,-0.056225,-0.14332,-0.031075,-0.15455,0.048234,0.15106,0.026459,-0.021617,-0.054545,-0.0061951,0.053117,-0.0067957,0.05965,-0.07032,-0.02653,-0.17187,0.11953,-0.026497,-0.033491,0.055915,0.055311,-0.0045691,0.034302,-0.002390983426,0.005904840856
8941,-0.90179,-0.93235,-0.69305,-0.60348,-0.56192,-0.47557,-0.54621,-0.57865,-0.47086,-0.46909,-0.52854,-0.47723,-0.51412,-0.35886,-0.45942,-0.37735,-0.52047,-0.45187,-0.44674,-0.43989,-0.30101,-0.36544,-0.30044,-0.34447,-0.32969,-0.12326,-0.29615,-0.31561,-0.23419,-0.15781,-0.23216,-0.24458,-0.096532,-0.11816,0.034976,-0.1348,0.14929,-0.20685,0.01904,-0.10758,-0.028798,-0.0064197,-0.22331,-0.013128,-0.15197,-0.23769,0.074126,-0.17197,-0.12245,-0.014205,-0.062062,0.12425,0.026703,-0.12874,-0.054336,0.047456,0.048112,-0.056497,-0.13211,-0.028552,-0.1515,0.046066,0.14568,0.03522,0.0016699,-0.058499,0.018948,0.037994,0.087698,0.034092,-0.032449,-0.034441,-0.16131,0.078357,0.020579,-0.017294,0.060468,0.060841,-0.011008,0.030441,-0.002619301168,0.006216647214
8951,-0.88326,-0.91535,-0.68535,-0.60776,-0.56502,-0.4799,-0.55232,-0.60285,-0.45586,-0.45878,-0.51489,-0.47459,-0.50175,-0.37844,-0.44086,-0.35571,-0.52687,-0.45768,-0.46434,-0.41771,-0.31682,-0.37991,-0.29226,-0.34292,-0.31497,-0.093625,-0.26541,-0.31013,-0.24867,-0.16479,-0.23998,-0.23682,-0.10458,-0.12245,0.028399,-0.12759,0.14504,-0.18323,0.011466,-0.10429,-0.041109,-0.011041,-0.20163,0.0023425,-0.14955,-0.19926,0.050406,-0.16553,-0.12754,-0.021332,-0.038395,0.12481,0.035727,-0.12518,-0.080761,0.05087,0.058985,-0.0583,-0.096849,-0.033901,-0.16544,0.043178,0.13214,0.030672,-0.0055932,-0.067865,0.03764,0.044014,0.10674,0.033323,-0.0024801,-0.041195,-0.13462,0.078526,0.028272,-0.018226,0.06163,0.066983,-0.038123,0.042134,-0.00258957646,0.005984318396
8961,-0.86072,-0.8646,-0.65325,-0.61006,-0.56209,-0.47806,-0.56627,-0.61388,-0.4335,-0.39396,-0.50293,-0.45135,-0.47385,-0.35674,-0.44996,-0.30952,-0.50948,-0.45308,-0.45479,-0.39353,-0.32631,-0.35875,-0.28007,-0.34556,-0.28007,-0.066363,-0.26079,-0.29656,-0.22635,-0.19022,-0.24407,-0.24848,-0.024754,-0.12927,0.023156,-0.12638,0.13527,-0.16435,0.008631,-0.12789,-0.057723,-0.0024768,-0.21106,0.027795,-0.15947,-0.16615,0.043736,-0.15327,-0.12865,-0.019446,-0.0049346,0.12031,0.031017,-0.1424,-0.067346,0.058298,0.064408,-0.058758,-0.094306,-0.032168,-0.14517,0.027718,0.12158,0.033574,0.0062499,-0.064936,0.032866,0.038602,0.11787,0.037683,0.018522,-0.025791,-0.14002,0.075274,0.023279,-0.027689,0.087822,0.056871,-0.034383,0.030248,-0.00212614049,0.006166828048
8971,-0.8939,-0.83777,-0.64861,-0.5974,-0.5572,-0.49042,-0.57842,-0.60685,-0.41154,-0.39659,-0.49999,-0.45039,-0.4758,-0.36464,-0.44873,-0.29238,-0.50073,-0.45127,-0.45565,-0.38424,-0.34467,-0.36581,-0.27383,-0.32708,-0.31368,-0.076186,-0.2495,-0.29638,-0.22352,-0.19692,-0.24624,-0.23793,-0.039692,-0.12497,0.021996,-0.12524,0.11808,-0.14634,0.004156,-0.12523,-0.058634,0.026662,-0.19264,0.023224,-0.16449,-0.15995,0.027468,-0.14624,-0.1094,-0.036708,0.049172,0.12418,0.02619,-0.1135,-0.050917,0.035774,0.065545,-0.067974,-0.089705,-0.043798,-0.16215,0.018319,0.09366,0.015809,0.033224,-0.073326,0.047243,0.047973,0.098894,0.035365,0.027028,-0.0263,-0.12227,0.073431,0.014223,-0.0040829,0.095122,0.070843,-0.038065,0.016134,-0.002251764376,0.00622121642
8981,-0.96851,-0.8122,-0.62314,-0.60485,-0.54817,-0.49192,-0.58436,-0.59118,-0.38191,-0.45445,-0.53257,-0.44224,-0.45297,-0.37158,-0.4664,-0.26106,-0.49016,-0.46104,-0.44205,-0.39501,-0.33989,-0.36316,-0.2587,-0.28094,-0.3277,-0.07819,-0.26723,-0.3088,-0.22774,-0.19789,-0.24154,-0.24579,0.017437,-0.12928,0.015626,-0.14665,0.11219,-0.15961,-0.0056095,-0.14223,-0.063016,0.047679,-0.17063,0.079749,-0.16523,-0.17445,0.028273,-0.15019,-0.11607,-0.044695,0.053645,0.12272,0.016002,-0.10213,-0.054664,0.060246,0.067243,-0.08046,-0.053594,-0.051243,-0.11315,0.0048961,0.079746,1.98e-05,0.039763,-0.062653,0.046803,0.046747,0.086292,0.038541,0.024896,-0.0076452,-0.11214,0.069442,0.014236,-0.0047594,0.089022,0.080775,-0.020624,0.038536,-0.002055289888,0.005663780406
8991,-1.0179,-0.80385,-0.6411,-0.61189,-0.54813,-0.50887,-0.59421,-0.60293,-0.37252,-0.52527,-0.58424,-0.46562,-0.47354,-0.40124,-0.49186,-0.23096,-0.49788,-0.44916,-0.45453,-0.41798,-0.36614,-0.36413,-0.25161,-0.27808,-0.37695,-0.079177,-0.30149,-0.32406,-0.23991,-0.21717,-0.24837,-0.25093,0.039643,-0.12591,0.014511,-0.14073,0.12278,-0.1802,-0.0083224,-0.13711,-0.081177,0.035822,-0.1694,0.07449,-0.16653,-0.20361,0.011234,-0.16806,-0.11162,-0.061074,0.041175,0.1257,0.0045274,-0.10922,-0.05499,0.042931,0.071519,-0.080478,-0.06619,-0.044068,-0.11882,0.013974,0.063451,0.0051577,0.034239,-0.076783,0.033201,0.027222,0.077241,0.039943,0.017652,-0.0088206,-0.10863,0.086405,-0.01211,0.002052,0.078417,0.077097,-0.016912,0.025182,-0.0019116547336,0.006182354312
9001,-1.0736,-0.8147,-0.65022,-0.59084,-0.55165,-0.51963,-0.60387,-0.60782,-0.37817,-0.57018,-0.60236,-0.48715,-0.50553,-0.40651,-0.489,-0.22662,-0.49413,-0.43121,-0.46973,-0.43783,-0.37204,-0.35704,-0.23496,-0.26042,-0.38925,-0.11005,-0.3265,-0.31099,-0.25725,-0.22943,-0.24057,-0.25775,0.020489,-0.1454,0.0079231,-0.1236,0.12013,-0.19625,-0.013423,-0.14035,-0.082097,0.028389,-0.17428,0.07372,-0.16336,-0.22947,0.0085385,-0.17485,-0.11847,-0.062024,0.01846,0.12878,-0.0028148,-0.11205,-0.045495,0.047878,0.078277,-0.084843,-0.066147,-0.047673,-0.1304,0.021978,0.066209,-0.004516,0.025968,-0.067854,0.021065,0.027636,0.077703,0.029415,0.011368,-0.0020204,-0.14334,0.079191,0.01623,0.0064575,0.073664,0.066191,-0.009551,0.017516,-0.0019884821064,0.00581238964
9011,-1.0761,-0.82029,-0.65262,-0.6171,-0.56398,-0.52996,-0.62836,-0.61093,-0.36633,-0.52137,-0.54091,-0.47533,-0.50186,-0.44464,-0.46616,-0.22812,-0.51212,-0.41834,-0.47353,-0.41219,-0.37714,-0.32798,-0.22016,-0.27797,-0.37973,-0.1171,-0.30637,-0.31327,-0.23963,-0.23297,-0.23324,-0.25174,0.028243,-0.17089,0.013785,-0.125,0.12925,-0.19618,-0.019752,-0.1308,-0.082924,0.048436,-0.18762,0.069222,-0.16906,-0.18124,0.0010322,-0.16851,-0.14002,-0.058473,0.037141,0.12826,-0.0013324,-0.075425,-0.04152,0.048681,0.066979,-0.085422,-0.064049,-0.065071,-0.11135,0.0070991,0.054404,-0.022954,0.026752,-0.06355,0.037443,0.034423,0.067675,0.029678,0.0084624,0.0023615,-0.1523,0.086657,0.0039669,0.012173,0.066998,0.05212,-0.018367,0.018736,-0.0018638580714,0.005839783144
9021,-1.078,-0.80879,-0.63578,-0.62562,-0.5573,-0.52293,-0.62907,-0.58808,-0.36444,-0.54565,-0.52188,-0.47885,-0.49426,-0.41928,-0.46653,-0.23292,-0.47636,-0.41237,-0.46386,-0.39459,-0.36934,-0.27616,-0.2073,-0.27091,-0.36803,-0.10456,-0.30994,-0.28355,-0.25577,-0.22721,-0.21267,-0.25822,0.019446,-0.19777,0.0041876,-0.10866,0.13048,-0.19673,-0.019624,-0.13827,-0.079858,0.037845,-0.20822,0.081671,-0.16793,-0.18011,0.0060681,-0.15143,-0.14557,-0.066916,0.034378,0.13459,-0.0031475,-0.071011,-0.020824,0.05097,0.061671,-0.091419,-0.066996,-0.081247,-0.085409,-0.0068634,0.044752,-0.0078316,0.037344,-0.066769,0.074287,0.032477,0.061831,0.032547,0.0032811,0.0082189,-0.1649,0.091168,-0.024133,0.010548,0.055699,0.048996,-0.022439,0.020688,-0.0013791904536,0.005979958872
9031,-1.0941,-0.80314,-0.63636,-0.61316,-0.55031,-0.51728,-0.6418,-0.58148,-0.37405,-0.6107,-0.54134,-0.50012,-0.52641,-0.44728,-0.46259,-0.23612,-0.47564,-0.39811,-0.46693,-0.4085,-0.36567,-0.20741,-0.20041,-0.26859,-0.38489,-0.10735,-0.33225,-0.25253,-0.27009,-0.25031,-0.2039,-0.25854,0.027325,-0.17684,-0.0018485,-0.11425,0.11663,-0.24271,-0.0096655,-0.14714,-0.0743,0.01755,-0.20165,0.093401,-0.16167,-0.21742,0.0058225,-0.15693,-0.15039,-0.068849,0.0054372,0.13689,0.014766,-0.06467,-0.024357,0.053635,0.063142,-0.11961,-0.068836,-0.076839,-0.097836,0.006993,0.042022,-0.019492,0.049015,-0.062582,0.091192,0.035405,0.057265,0.029365,0.0064638,-0.008017,-0.15744,0.068556,-0.035644,0.019114,0.041073,0.029716,-0.027282,0.010551,-0.002115314942,0.006153180746
9041,-1.1136,-0.81884,-0.64649,-0.61607,-0.5548,-0.52426,-0.65047,-0.56612,-0.38628,-0.65619,-0.55995,-0.4917,-0.51616,-0.4353,-0.47501,-0.26432,-0.45621,-0.40356,-0.48077,-0.41937,-0.37872,-0.22596,-0.1959,-0.26984,-0.40889,-0.10576,-0.33529,-0.27173,-0.27705,-0.24992,-0.19419,-0.25658,0.031677,-0.18702,-0.0013145,-0.10314,0.12827,-0.2552,-0.020527,-0.15314,-0.081721,0.020984,-0.20089,0.10542,-0.15999,-0.21336,0.0079235,-0.17115,-0.1532,-0.065239,0.0050295,0.13597,-0.008018,-0.076469,-0.012079,0.06426,0.054672,-0.11008,-0.09216,-0.066232,-0.095105,0.019068,0.023535,-0.031673,0.064877,-0.073269,0.058626,0.040558,0.046566,0.017898,0.0073386,-0.0053592,-0.15797,0.068203,-0.026525,0.025888,0.03032,0.036785,-0.02694,-0.00048691,-0.00247485288,0.006294887522
9051,-1.1598,-0.85405,-0.67074,-0.62199,-0.56128,-0.5398,-0.66479,-0.59091,-0.40846,-0.67066,-0.59384,-0.51485,-0.53619,-0.45511,-0.49749,-0.29711,-0.46011,-0.40487,-0.49498,-0.43248,-0.36803,-0.23735,-0.1803,-0.25742,-0.41621,-0.10542,-0.35783,-0.28359,-0.26397,-0.25736,-0.21877,-0.27421,0.0047022,-0.20726,0.012011,-0.11598,0.13194,-0.23757,-0.01982,-0.14821,-0.078222,0.0083735,-0.20123,0.096627,-0.1609,-0.23351,-0.0069345,-0.18289,-0.16007,-0.075866,-0.016494,0.13481,-0.0021182,-0.094518,-0.016745,0.059158,0.064391,-0.10142,-0.098773,-0.062597,-0.10492,0.027707,0.030101,-0.035166,0.066373,-0.094692,0.044609,0.043117,0.043807,0.015924,0.0012387,-0.015981,-0.16718,0.088079,-0.017508,0.041375,0.047612,0.023037,-0.036742,-0.0087828,-0.002048266292,0.005848630576
9061,-1.1912,-0.85586,-0.68898,-0.62398,-0.55808,-0.54855,-0.68408,-0.59521,-0.40921,-0.71437,-0.64094,-0.53953,-0.5291,-0.44638,-0.52265,-0.30442,-0.45304,-0.41182,-0.49537,-0.45523,-0.39661,-0.27537,-0.18618,-0.28063,-0.43489,-0.11634,-0.38003,-0.29259,-0.27013,-0.27311,-0.22113,-0.27861,0.010006,-0.22092,0.0011151,-0.12086,0.12417,-0.2625,-0.012169,-0.14208,-0.090864,0.0020151,-0.20191,0.082577,-0.17017,-0.23635,-0.0096738,-0.22849,-0.15176,-0.077219,-0.019428,0.13011,0.0016067,-0.1052,-0.033218,0.062699,0.08085,-0.10188,-0.10957,-0.063111,-0.10619,0.02269,0.036679,-0.031205,0.081269,-0.086056,0.022363,0.050002,0.035472,0.035593,0.0013543,-0.0092754,-0.1351,0.081171,-0.010568,0.072157,0.061023,0.039487,-0.037655,-0.0087581,-0.002125978658,0.005840843274
9071,-1.2046,-0.86954,-0.69583,-0.6518,-0.55767,-0.54623,-0.69055,-0.59791,-0.40661,-0.66876,-0.66656,-0.55761,-0.53118,-0.50661,-0.51708,-0.32508,-0.48095,-0.41973,-0.50043,-0.43587,-0.4175,-0.28069,-0.19461,-0.29503,-0.41524,-0.1251,-0.37264,-0.28857,-0.28183,-0.2896,-0.23147,-0.28028,-0.0044093,-0.24038,0.0060019,-0.12151,0.12718,-0.24278,-0.015724,-0.14644,-0.084648,0.012546,-0.21951,0.076157,-0.18664,-0.20169,-0.024305,-0.22873,-0.1532,-0.085491,-0.0050359,0.14103,0.0053239,-0.10865,-0.023093,0.054559,0.091576,-0.11423,-0.12752,-0.067001,-0.10074,0.014798,0.032565,-0.027829,0.078271,-0.082441,0.050686,0.04301,0.036801,0.03419,0.002987,-0.0017638,-0.12177,0.074576,-0.032894,0.089413,0.047703,0.02127,-0.013975,-0.01309,-0.00334994517,0.006065999088
9081,-1.228,-0.86968,-0.71197,-0.64795,-0.55643,-0.54103,-0.69994,-0.591,-0.40589,-0.69072,-0.69605,-0.57529,-0.55886,-0.54205,-0.53725,-0.33658,-0.49715,-0.41967,-0.49505,-0.44624,-0.42297,-0.30734,-0.17882,-0.27877,-0.40727,-0.1213,-0.37971,-0.28302,-0.28244,-0.2877,-0.24286,-0.30467,0.017896,-0.24898,0.0068643,-0.11522,0.1351,-0.24453,-0.013403,-0.15278,-0.094187,0.0014025,-0.2385,0.109,-0.18736,-0.19,-0.018689,-0.22074,-0.16197,-0.086931,-0.021695,0.14543,-0.0095166,-0.10309,-0.029303,0.069726,0.09437,-0.1223,-0.1373,-0.083379,-0.11639,0.0094531,0.043418,-0.02835,0.08761,-0.084913,0.058207,0.042552,0.035548,0.023298,0.0025333,-0.0070491,-0.10008,0.064895,-0.047206,0.096379,0.044668,0.020541,-0.011786,-0.0032555,-0.003713626552,0.005558657126
9091,-1.2416,-0.86399,-0.70799,-0.63131,-0.56116,-0.54176,-0.70032,-0.60076,-0.40644,-0.71058,-0.71453,-0.60054,-0.5635,-0.59373,-0.54032,-0.3626,-0.53056,-0.42958,-0.50715,-0.47197,-0.4315,-0.31903,-0.1761,-0.28809,-0.42303,-0.12944,-0.38339,-0.30433,-0.28804,-0.29235,-0.24459,-0.2959,-0.0042314,-0.26078,0.0055808,-0.12344,0.13019,-0.24092,-0.021571,-0.14302,-0.083688,-0.0084801,-0.23523,0.097153,-0.19573,-0.18498,-0.015113,-0.21763,-0.16856,-0.081691,-0.014826,0.14387,0.011015,-0.13149,-0.019376,0.085365,0.093605,-0.13677,-0.13728,-0.090969,-0.12565,-0.00085715,0.035669,-0.025292,0.075216,-0.079884,0.082847,0.046035,0.033288,0.028893,-0.0092838,-0.0087999,-0.088034,0.08475,-0.057839,0.095615,0.039211,0.018169,-0.0051938,-0.0049019,-0.003154166414,0.006145340012
9101,-1.2301,-0.86893,-0.71964,-0.64017,-0.5686,-0.54363,-0.70875,-0.60354,-0.40564,-0.64328,-0.63274,-0.57129,-0.54222,-0.53992,-0.51199,-0.39165,-0.47257,-0.43951,-0.51182,-0.43991,-0.42948,-0.32658,-0.1862,-0.29256,-0.40161,-0.11317,-0.30357,-0.30841,-0.27685,-0.30465,-0.24829,-0.27591,-0.0021002,-0.27462,-0.0038391,-0.1253,0.122,-0.20628,-0.029413,-0.16371,-0.084183,0.030421,-0.23205,0.081907,-0.19709,-0.15338,-0.011142,-0.18387,-0.17686,-0.079045,0.036786,0.12139,-0.0007763,-0.08231,-0.0064304,0.049089,0.099504,-0.15632,-0.14806,-0.088299,-0.13303,-0.0080978,0.026681,-0.029131,0.06951,-0.077721,0.12145,0.04768,0.031484,0.028314,-0.018734,-0.014012,-0.077166,0.061587,-0.0056416,0.075473,0.043316,-0.0030777,0.0084794,-0.010879,-0.00218558914,0.006441251114
9111,-1.2507,-0.88244,-0.71834,-0.65809,-0.56515,-0.54246,-0.71106,-0.60497,-0.42329,-0.6539,-0.64138,-0.58965,-0.57635,-0.56613,-0.53571,-0.39867,-0.49825,-0.44704,-0.4992,-0.447,-0.42465,-0.3354,-0.19099,-0.28834,-0.42396,-0.12548,-0.28249,-0.31937,-0.29049,-0.29465,-0.251,-0.29459,-0.003264,-0.2909,0.0072196,-0.10758,0.1201,-0.2442,-0.023078,-0.15576,-0.084411,0.002818,-0.23759,0.094094,-0.20741,-0.19192,-0.010393,-0.19481,-0.19377,-0.085845,0.038428,0.12691,0.016209,-0.082597,-0.013072,0.062375,0.11979,-0.15318,-0.14368,-0.080144,-0.12719,0.0042042,0.020062,-0.028855,0.060609,-0.073228,0.098746,0.040793,0.025645,0.030666,-0.02008,-0.018628,-0.072515,0.062856,0.0024364,0.076842,0.026838,0.018476,0.010191,-0.0092083,-0.002825669394,0.006825296054
9121,-1.2513,-0.87973,-0.71792,-0.66287,-0.56593,-0.55374,-0.71843,-0.59775,-0.43035,-0.67514,-0.6504,-0.60052,-0.58753,-0.6191,-0.53995,-0.41188,-0.50071,-0.45862,-0.50953,-0.46273,-0.41727,-0.34279,-0.18677,-0.28112,-0.4174,-0.12151,-0.25877,-0.33349,-0.28186,-0.29552,-0.2349,-0.29342,-0.029703,-0.29614,0.010173,-0.1074,0.11986,-0.26533,-0.014323,-0.14791,-0.074346,0.00031575,-0.23524,0.095525,-0.19932,-0.19988,-0.00084235,-0.19735,-0.18008,-0.077133,0.022231,0.12492,0.016984,-0.079256,0.0028581,0.07331,0.12513,-0.15798,-0.13608,-0.064814,-0.11961,0.0029827,0.041639,-0.031575,0.056018,-0.059576,0.09888,0.030328,0.034233,0.031761,-0.028038,-0.0080728,-0.10106,0.051987,0.0065785,0.065917,0.023903,0.024302,0.015911,-0.0063592,-0.002474097484,0.00679548405
9131,-1.2716,-0.88443,-0.72475,-0.65779,-0.5791,-0.55563,-0.70419,-0.58705,-0.43939,-0.71101,-0.64981,-0.60719,-0.6009,-0.68122,-0.5229,-0.41978,-0.53795,-0.46203,-0.52697,-0.47844,-0.41356,-0.35541,-0.19024,-0.29953,-0.43949,-0.13806,-0.24795,-0.34162,-0.2909,-0.29383,-0.21182,-0.28661,-0.040603,-0.30259,0.014501,-0.085747,0.13349,-0.28595,-0.0039096,-0.15659,-0.068219,-0.012779,-0.23481,0.11837,-0.18802,-0.19688,0.0013195,-0.19009,-0.16422,-0.082287,0.01603,0.14061,0.024213,-0.077971,0.008005,0.078466,0.12564,-0.17494,-0.13894,-0.072287,-0.14061,-0.0054736,0.025373,-0.041728,0.041275,-0.067622,0.093715,0.037585,0.02803,0.02231,-0.035885,-0.0040456,-0.11642,0.060016,-0.026149,0.071436,0.01598,0.018981,0.020227,-0.010606,-0.0017841527146,0.006714442432
9141,-1.2801,-0.86925,-0.72883,-0.66286,-0.58,-0.5618,-0.71922,-0.59002,-0.41283,-0.71154,-0.621,-0.64005,-0.61855,-0.7224,-0.53162,-0.42837,-0.5806,-0.45117,-0.51161,-0.4693,-0.44531,-0.3764,-0.20123,-0.3202,-0.45456,-0.13225,-0.25416,-0.36212,-0.30426,-0.31514,-0.2145,-0.28062,0.0052889,-0.30832,0.0022062,-0.073211,0.12685,-0.27586,-0.020506,-0.14063,-0.083569,-0.007876,-0.22654,0.08512,-0.19267,-0.17669,-0.0079037,-0.17922,-0.16839,-0.086124,0.033131,0.13103,0.014328,-0.065449,0.015344,0.054577,0.12234,-0.1765,-0.14441,-0.071188,-0.15012,-0.001682,0.0093045,-0.043101,0.043232,-0.065312,0.10461,0.040779,0.03537,0.033897,-0.026455,-0.012094,-0.10609,0.05152,-0.051154,0.059637,0.010679,0.016062,0.012489,-0.001844,-0.001895785781,0.006219735718
